"ID","DV"
344,60.4657920780306
495,79.5113871049736
207,46.5683628339175
91,56.1017897637101
498,61.7276700536141
492,83.2433372566857
248,77.9115960970476
576,61.9686349862431
541,63.6820252676799
168,56.3868226806534
40,69.9140446951385
312,65.6107399240594
527,74.5156221237046
294,76.5592924596785
384,45.0081293740497
76,77.1754388121783
101,71.0308532208197
230,60.1924123339845
572,77.9378892660687
137,70.431471351581
185,67.6004026568324
184,81.9484973831329
480,NA
565,80.6447270536746
337,67.0728830606982
281,58.4782408767396
503,78.5012252458318
438,NA
451,79.9154246935504
7,75.7689511484237
472,42.5561096132229
9,57.1306356466876
227,40.9668617126691
635,55.8161068173586
621,NA
596,70.5320534345791
120,54.242940900011
291,49.3805688233125
566,76.8342278739746
204,NA
552,58.8139341671587
329,54.0888653656899
115,57.8314255037741
145,54.8889133910911
338,89.3908088300974
299,64.1532347568013
446,63.1221160187021
206,52.2677969334196
225,47.254498356657
380,62.3272107909524
389,65.6167415841127
418,76.4371271660756
409,NA
372,84.118812632568
352,49.2921180984448
379,65.3596011243661
501,60.8482141599711
135,68.6444051068484
359,69.4393206525497
132,NA
346,42.4195426047034
624,NA
416,51.4888229433249
48,62.9636961831381
274,48.4437374981499
588,50.2551946539944
456,66.9621123229119
2,61.2306773778663
564,70.7583201539896
104,66.8644100168763
75,88.1847110868713
221,71.8189623415771
453,41.7835396676069
525,76.115810898068
493,79.9578045207173
375,75.8755381004239
350,65.507653550554
307,42.3293287735229
633,67.1129713913517
459,64.4485799232797
630,77.3815706610413
113,59.587452173484
36,54.7052770753316
600,70.7544273824884
423,NA
215,69.8856946092094
450,34.8064221059521
441,48.2669799249674
609,65.4146312085332
345,77.8486917404481
322,81.7932148890114
253,79.0745401469727
369,48.0402280610697
119,57.9148749311686
563,88.7487179233529
488,63.9604118762711
530,65.0428740749647
535,79.2617981293843
147,53.8778542911811
500,74.9852458410731
401,56.8441150475624
229,53.282986179439
50,47.9318240035872
22,53.8709213621501
305,NA
520,NA
20,NA
597,73.6048487450707
323,53.7503912387212
341,61.3161878612093
514,81.4034030780021
300,60.4152327637688
87,44.6785908901492
376,54.813004601056
237,61.2269624940135
12,45.0327507670131
210,56.2693456092894
556,60.5117890206592
469,NA
398,44.3503643788378
151,NA
343,66.8055187685999
160,62.0213412700624
491,65.721064762719
30,83.3840998726768
144,NA
37,57.2677693292104
268,85.9307431753001
102,58.0855226666844
242,62.2524998898703
314,57.2867885606675
631,66.6192195162406
335,47.6367924284892
554,75.3681464137727
331,78.939183464368
385,92.7436984085711
39,58.4511005144011
592,56.2714220027672
562,69.1340331398001
425,67.6966011955026
505,41.7198466838232
181,50.4242044147529
518,NA
276,59.6856641514245
443,65.4532939175601
545,53.9943809108998
594,82.8140656207577
8,45.6175868579321
81,91.5155737991576
29,63.1099654527387
33,47.4267426445048
496,70.0446192986199
313,47.2584911709229
574,65.9383247447151
458,49.5389416732612
249,67.0146696436622
504,72.875557493045
270,64.6569806460451
421,65.9356856616723
152,NA
477,29.7587280092953
266,61.6320075297767
85,69.165062542245
165,61.8182993053925
139,67.2786819799208
461,54.0679702173171
216,73.0355366808378
607,73.488401601857
519,52.9937601645345
430,71.1410074720185
214,NA
601,75.1913371466585
627,53.5361677668365
235,49.6681834014211
109,58.8869785629445
538,73.5473759048117
327,67.3093254363843
124,68.5698651251662
410,81.1020646882808
267,67.3592216702297
226,41.8744086484675
440,78.8840242048067
429,82.8742147573033
470,58.9642670718098
92,73.5408456057033
598,NA
166,41.1075501566548
382,71.1667501301023
509,62.588245396914
575,83.2393982063365
353,48.7536953204115
156,76.1643369992243
107,57.1824820575146
383,NA
89,62.4471361493115
78,NA
432,68.2248766217253
218,82.8542097036027
367,74.5560788124161
231,71.2505556105901
485,61.3442072173498
547,65.7324445387012
442,62.6345523681059
549,60.7692212966257
150,72.5224722281919
506,60.551142977164
122,42.3951643478105
97,68.16510893193
303,40.9394718208186
532,69.9825744188343
479,59.9215865238404
524,70.058680759351
86,66.0394549000938
240,67.6117380178756
35,79.4372740816304
275,68.5735420131091
484,49.7504659508115
170,64.7769210715562
356,67.6094531616586
571,47.7229715710635
497,55.0426261912581
24,62.7578152482015
298,74.8439579042275
589,NA
546,64.4448978839268
419,55.100469639901
357,NA
52,79.1743304011641
295,NA
599,NA
25,73.6675288808274
178,78.6449566879531
548,78.7162963680431
250,46.3411131481422
455,73.7766300611894
364,78.7996350646742
140,NA
264,89.173112634625
415,50.781440631493
296,70.3789482419872
56,65.7813150477624
269,74.867897303114
433,78.2580585033428
467,72.9060833950004
378,49.1149031280407
614,48.8175694829116
200,44.3646502836359
187,62.037277694516
539,55.4791055400448
80,50.6836031698789
211,74.1635448628253
209,77.6760136280162
445,NA
394,56.5269178272982
613,45.0603866429424
523,51.4081948791364
262,69.6095572409156
342,57.2069818492121
326,91.4320439665369
317,NA
558,77.6940810651828
608,71.3417676015085
157,54.0396472661155
362,67.6514532367372
463,75.6855540789814
315,83.0395835890462
73,81.3647308060817
247,NA
254,51.1480550723556
190,65.0402544853729
273,50.805003957554
584,NA
381,63.8538980215269
71,59.8434441520327
483,55.8956316520113
543,67.8295133366954
333,62.6610459707607
489,65.327961093682
573,NA
28,62.2588894793234
560,66.1799056177364
149,59.482262670472
173,75.2593585716213
153,88.8360480472482
127,72.2241891120216
111,70.9651778343704
61,77.2577344699393
27,NA
261,84.1239402775125
568,53.0498571054355
371,59.7940311660758
476,69.5874677685818
444,NA
100,69.3349826559858
297,NA
582,51.0217676846108
324,64.9950579979021
534,66.8141404688312
47,72.1082898495159
499,78.7299592796753
602,NA
142,41.5422914146092
121,54.767106838735
542,69.9791009094739
580,NA
106,64.4224108810364
395,73.89391316619
114,69.8140899207434
205,71.244888652232
537,56.5789402484789
93,59.022478278316
232,54.6047616081557
591,73.742834589824
82,54.4657294358157
632,63.8745836611952
84,66.506920491709
437,84.2327973650816
334,50.990829188476
1,77.0876579175332
69,25.1774899241529
513,72.5485827319032
516,84.878186656467
625,67.4272249640998
11,58.9674916636769
302,78.0231375545651
46,52.6860958651717
131,85.2601253155068
77,42.096735786151
544,83.0189264362522
213,84.6896123626406
494,40.8457105248
219,81.4974264247553
512,51.8528364596926
306,60.4016227454833
148,81.6393151660528
133,76.5180122844905
462,57.9662881386669
439,80.6379301701398
370,102.804635123085
117,54.9562091038185
486,49.3084244726102
21,NA
58,65.0545606888285
252,61.1211181489725
162,61.3813793270761
154,61.0262034099338
143,69.8252705094122
288,75.4473789177497
533,73.4760277486879
581,72.3241203086401
392,85.7915147885911
183,63.2550362099756
258,NA
176,44.8522611381838
88,68.2282450485353
289,45.0079435936532
431,NA
182,57.2100195956528
271,76.3630489811152
236,42.8466127098943
511,58.286003867844
583,76.9284172984981
283,42.1153883747089
636,58.0198307011869
502,59.0616703318462
202,78.7358418738123
179,74.0070764934065
62,47.606083940774
595,70.1496643559198
531,47.5986869053735
478,96.5161344269011
163,55.9349355151732
464,47.8312223364028
174,62.9998658679567
355,36.4910588759766
244,74.7482495362253
280,NA
388,69.5124404457666
67,50.0196459056543
471,99.3018595411313
406,64.6050220624787
448,75.4059113994778
623,72.0135068418239
259,72.0686123910899
112,31.1982977469653
374,56.1585445220681
72,78.3178904019839
330,57.3588509059326
569,90.0843216209711
246,61.3289660485672
474,58.885498061821
59,63.8971238726956
222,53.42866551478
191,51.9679029020344
400,83.8389033119549
278,93.068931123403
141,57.6254767001898
349,69.368362003489
201,69.6506782749977
130,65.5081490569412
241,60.10888894396
590,63.2362447717157
146,80.1268873288261
128,71.5735844849608
17,67.1130561467525
309,49.7419114093121
243,35.5606347551825
98,46.636243410404
473,NA
605,64.6310733823934
118,68.122778125931
610,83.4418508675923
197,67.1449123464385
4,56.7813812975366
44,81.9637983933884
402,77.1291735557968
116,78.7498593052008
510,67.4623492468968
172,40.4186584013076
428,36.6723581948647
377,NA
529,51.4775252805678
203,NA
465,75.5520296989126
74,75.152815224055
360,63.1191424457725
287,NA
260,84.0073186435228
620,69.0341451818769
43,41.3471211963365
136,60.8590873388412
290,57.977797339807
159,67.1776331983482
265,67.6202653685971
629,NA
585,NA
60,25.7834730786894
310,70.2437274380929
386,62.692504478151
358,73.7913623443615
220,57.2137742396274
414,54.6933133303601
368,NA
53,77.8864100776628
390,89.4548048093448
16,64.6826641041276
41,NA
304,73.1582062866336
186,74.9022345362284
417,86.1713498966631
536,58.27805154994
618,63.071745494633
622,71.7718264615189
508,60.1991294589115
105,78.8954575977333
55,70.0004353833815
522,51.8366626272952
339,86.9913597934201
517,63.8664622807515
526,68.3784320304088
51,72.0985467919626
54,48.6483160134058
14,70.6113387636144
336,57.8488268431482
393,76.5126201150655
340,65.9551136973401
411,79.9320751185042
70,58.0528487417763
403,65.4635363274612
171,56.0083600150941
354,57.8908056425963
34,NA
193,61.8728476178984
366,46.4119317617017
320,60.4512766874294
65,60.0630008381577
164,NA
521,63.4845441668402
507,54.9943071467475
325,52.046708862356
559,NA
18,62.638761117675
224,NA
487,NA
413,66.2548458195627
412,63.7666326110093
13,67.0376132537366
245,67.3902217957939
79,97.3630925088768
194,NA
255,NA
557,66.761235026822
606,42.3898146214466
64,38.5585653496398
567,58.4254784622701
169,59.1770670753626
579,48.0950405360629
408,55.2025449684221
63,NA
454,76.6400209176445
155,70.207278326771
475,84.5628540137273
49,52.7463644930459
199,61.9012692897844
396,65.2145276795258
138,67.2013016029839
391,72.1982734439417
347,66.91181208856
6,52.6273673642702
577,63.739105890543
66,NA
68,78.0487037257881
195,59.3650332247942
447,59.3030560581368
404,65.0000439001377
466,57.6176430252666
351,74.7336515504658
587,63.6212077678727
239,57.8757286781272
399,NA
427,65.0869570705834
192,96.8745430494063
528,58.8983473182303
373,61.642189075637
319,NA
617,NA
634,71.0685335073644
129,45.6062538935834
57,53.9384991997462
233,47.5015727519049
363,79.1339961531353
167,NA
604,NA
286,61.4929123773331
189,NA
616,68.345867598746
361,53.9226379733829
424,NA
397,NA
578,60.5802991427857
515,74.3565139573259
272,73.6191594382905
551,75.5449065783188
31,NA
279,NA
3,72.4602917022596
234,62.5699939834036
123,51.2653884820334
38,66.5515774956966
158,65.9226295620754
108,51.7623122569099
90,80.274120126023
426,69.5076169539068
282,53.5032088872101
256,81.9380274458669
626,45.27562521048
161,44.4622210941141
407,53.5672806496453
301,63.7614730145281
553,67.8247907503897
284,62.7883988193238
217,80.9654730741616
365,NA
318,60.2013636791404
277,NA
5,73.663136764413
180,67.1406942318509
126,65.5236757272918
292,45.9044388489792
177,62.4554044276772
223,66.855557297034
611,62.8612017593988
452,79.5581221750889
628,77.4782242446018
482,54.8148647324018
481,54.5563717230478
405,64.0961389072955
540,79.0896194576212
328,71.6881410383956
612,66.5325606845508
550,50.5224300347691
316,NA
83,65.4296881594148
435,60.3315758242425
26,81.4711068268851
196,75.1036372484435
15,63.3968012458064
251,86.3828394449361
32,80.4049902770747
263,74.7113742062522
45,56.5436662298069
586,67.5874030537439
555,62.4078025027781
593,48.8763869267802
434,44.3674563577161
603,NA
490,47.4264898089323
94,46.6669986760108
10,74.5388487006334
468,82.3374356678759
332,72.0645912455502
188,59.7691849660207
285,66.6387933170883
238,52.7219129637762
348,69.5171322893804
23,NA
96,64.645717533098
103,59.6485091899309
212,78.4095403737066
208,NA
110,81.1153173046937
293,56.9371135236687
615,69.719661040022
308,61.3705479146885
420,57.1713084842965
321,41.1757416580502
99,77.1893529465285
42,51.113341448231
257,58.2924717119962
460,55.3710297133653
19,67.8521113875383
95,71.7721914072419
175,68.7335167168261
228,67.4939419929822
422,47.815138989307
134,86.2416724586781
198,NA
311,56.2083773427952
436,57.0120627078803
449,59.731926754983
619,44.6241944126388
561,NA
387,66.1386134889394
125,65.6658660056338
457,79.2885005682147
570,46.3495065342658
